cm,%
889.0233000000001,91.87466
889.9875,91.83246000000001
890.9517,91.78694
891.916,91.74656
892.8802000000001,91.71074000000002
893.8444,91.66982
894.8087,91.61084000000001
895.7729,91.52454
896.7371000000002,91.40886
897.7014000000001,91.26780000000001
898.6656,91.10798
899.6298000000002,90.93496
900.5941000000001,90.75228000000001
901.5583000000001,90.56158
902.5225,90.36413999999999
903.4868,90.16248
904.4510000000001,89.96054
905.4152,89.76304000000002
906.3795,89.57332
907.3437000000001,89.39174
908.3079,89.2151
909.2722000000001,89.0395
910.2364,88.86396
911.2006000000001,88.69372
912.1649000000001,88.53968
913.1291,88.41412000000001
914.0933000000001,88.32536000000002
915.0576000000001,88.274
916.0218,88.25472
916.986,88.26056
917.9503,88.28818000000001
918.9145000000001,88.33968000000002
919.8787,88.42116
920.843,88.53882
921.8072000000001,88.6962
922.7714000000001,88.89284
923.7357,89.12534
924.6999,89.3891
925.6641000000001,89.68082
926.6284000000002,90.00028
927.5926,90.35159999999999
928.5568000000001,90.74322000000001
929.5211,91.1864
930.4853000000002,91.69236000000001
931.4495,92.26826
932.4138,92.91506000000001
933.3780000000002,93.62585999999999
934.3422,94.38648
935.3065000000001,95.17551999999999
936.2707,95.96648
937.2349000000002,96.72906000000002
938.1992000000001,97.43356
939.1634,98.05530000000002
940.1276000000001,98.57952
941.0919000000001,99.00264000000001
942.0561,99.33064
943.0203,99.5738
943.9846,99.74176000000001
944.9488000000001,99.86464000000001
945.913,99.9816
946.8773,100.0374
947.8415000000001,100.03680000000001
948.8057000000001,99.99032
949.77,99.91196000000001
950.7342,99.80012
951.6984000000001,99.66038
952.6627000000001,99.49624000000001
953.6269,99.30888000000002
954.5911000000001,99.09704
955.5554000000001,98.85674
956.5196000000001,98.58262
957.4838,98.26922
958.4481,97.91332000000001
959.4123000000001,97.51424
960.3765,97.07362
961.3408,96.5943
962.3050000000001,96.07964
963.2692,95.53488000000002
964.2335000000002,94.96784000000001
965.1977,94.38928
966.1619000000001,93.81134
967.1262000000002,93.2454
968.0904,92.69966000000001
969.0546,92.17866000000001
970.0189,91.68448000000001
970.9831000000001,91.21826
971.9473,90.78092
972.9116,90.37312
973.8758000000001,89.99464
974.8400000000001,89.64348000000001
975.8043,89.31468000000001
976.7685,88.99996
977.7327000000001,88.68754
978.6970000000001,88.36326
979.6612,88.01322000000002
980.6254000000001,87.62674
981.5897000000001,87.19890000000001
982.5539000000001,86.72973999999999
983.5181,86.22388000000001
984.4824,85.68772
985.4466000000001,85.13032000000001
986.4108,84.56372
987.3751,84.00496000000001
988.3393000000001,83.47542
989.3035,82.99864000000001
990.2678000000001,82.59512
991.232,82.2787
992.1962000000001,82.05318
993.1605000000001,81.91272000000001
994.1247,81.84306
995.0889000000001,81.82516
996.0532000000001,81.83778000000001
997.0174,81.86028
997.9816,81.87410000000001
998.9459,81.86322
999.9101000000002,81.81462
1000.8743,81.71732
1001.8386,81.56138
1002.8028,81.33646000000002
1003.7670000000002,81.03002
1004.7313000000001,80.62798000000001
1005.6955,80.1154
1006.6597000000002,79.48094
1007.6240000000001,78.71994000000001
1008.5882000000001,77.83614
1009.5524,76.841
1010.5167,75.74988
1011.4809000000001,74.5785
1012.4451,73.34032
1013.4094,72.0459
1014.3736000000001,70.70336
1015.3378,69.32012
1016.3021000000001,67.9058
1017.2663,66.47404
1018.2305000000001,65.04326
1019.1948000000001,63.63288000000001
1020.159,62.25536000000001
1021.1232000000001,60.90972000000001
1022.0875000000001,59.58222000000001
1023.0517,58.25742000000001
1024.016,56.935120000000005
1024.9802,55.64366000000001
1025.9445,54.436640000000004
1026.9087,53.37416
1027.8729,52.49706
1028.8372,51.80948
1029.8014,51.28042
1030.7656,50.863
1031.7299,50.51962
1032.6941,50.23792
1033.6583,50.03072
1034.6226,49.924060000000004
1035.5868,49.94022
1036.551,50.08746000000001
1037.5153,50.35606
1038.4795,50.722240000000006
1039.4437,51.154700000000005
1040.408,51.62180000000001
1041.3722000000002,52.09946000000001
1042.3364,52.57606000000001
1043.3007,53.053760000000004
1044.2649000000001,53.54518000000001
1045.2291,54.06550000000001
1046.1934,54.62568
1047.1576,55.23008
1048.1218,55.87872
1049.0861,56.571720000000006
1050.0503,57.310379999999995
1051.0145,58.09458000000001
1051.9788,58.91758
1052.943,59.76538
1053.9072,60.622620000000005
1054.8715,61.48308
1055.8357,62.35754
1056.7999,63.26820000000001
1057.7642,64.23066
1058.7284,65.23030000000001
1059.6926000000003,66.21062
1060.6569,67.08584
1061.6211,67.77778
1062.5853000000002,68.25816
1063.5496,68.57238
1064.5138,68.82512
1065.478,69.13236
1066.4423,69.56382
1067.4065,70.10854
1068.3707,70.68270000000001
1069.335,71.17438
1070.2992,71.49812
1071.2634,71.62868
1072.2277,71.59942000000001
1073.1919,71.47340000000001
1074.1561,71.30844
1075.1204000000002,71.13696
1076.0846,70.96672
1077.0488,70.79392
1078.0131000000001,70.61642
1078.9773,70.4379
1079.9415,70.26426000000001
1080.9058,70.09762
1081.87,69.93448
1082.8342,69.7685
1083.7985,69.59578
1084.7627,69.41948000000001
1085.7269,69.25156000000001
1086.6912,69.11022
1087.6554,69.01428
1088.6196,68.97538
1089.5839,68.99106
1090.5481,69.04326
1091.5123,69.10310000000001
1092.4766,69.1406
1093.4408000000003,69.13534
1094.405,69.08118
1095.3693,68.98396000000001
1096.3335000000002,68.85478
1097.2977,68.70284
1098.262,68.53172
1099.2262,68.34104
1100.1904,68.12913999999999
1101.1547,67.8961
1102.1189,67.64484
1103.0831,67.3819
1104.0474,67.11814000000001
1105.0116,66.86898000000001
1105.9758,66.65343999999999
1106.9401,66.49204
1107.9043,66.40448
1108.8685,66.40792
1109.8328,66.51772000000001
1110.797,66.74849999999999
1111.7612,67.11416
1112.7255,67.62642
1113.6897,68.2917
1114.6539000000002,69.10928000000001
1115.6182,70.07244
1116.5824,71.17026
1117.5466000000001,72.39106000000001
1118.5109,73.72286000000001
1119.4751,75.15238000000001
1120.4393,76.66338000000002
1121.4036,78.23592000000001
1122.3678,79.84828
1123.332,81.479
1124.2963,83.1087
1125.2605,84.71948
1126.2247,86.29390000000001
1127.1890000000003,87.81425999999999
1128.1532,89.26311999999999
1129.1174,90.62502
1130.0817000000002,91.88875999999999
1131.0459,93.04752
1132.0101,94.09884000000001
1132.9744,95.04308
1133.9386,95.88224000000001
1134.9028,96.61908000000001
1135.8671,97.25602
1136.8313,97.79522000000001
1137.7955,98.23868000000002
1138.7598,98.5891
1139.724,98.85092000000002
1140.6882,99.0306
1141.6525,99.13560000000001
1142.6167,99.16888
1143.5809,99.12452
1144.5452,99.0264
1145.5094,98.88474000000001
1146.4736,98.71528
1147.4379,98.5376
1148.4021000000002,98.37140000000002
1149.3663,98.23254000000001
1150.3306,98.12996000000001
1151.2948000000001,98.06642000000001
1152.259,98.02942000000002
1153.2233,97.9632
1154.1875,97.92808000000001
1155.1517,97.91680000000002
1156.116,97.91810000000001
1157.0802,97.91718
1158.0444,97.89784
1159.0087,97.84498
1159.9729,97.74692
1160.9371,97.59562000000001
1161.9014,97.3871
1162.8656,97.12148
1163.8298,96.8028
1164.7941,96.43812000000001
1165.7583,96.03548
1166.7225000000003,95.60182000000002
1167.6868,95.1414
1168.651,94.65628
1169.6152000000002,94.14788000000001
1170.5795,93.61704
1171.5437,93.06482
1172.5079,92.49086
1173.4722,91.89432000000001
1174.4364,91.27444000000001
1175.4006,90.63298
1176.3649,89.97504
1177.3291,89.30834000000002
1178.2933,88.64062
1179.2576,87.97758
1180.2218,87.32186
1181.186,86.67532000000001
1182.1503000000002,86.04062000000002
1183.1145,85.42260000000002
1184.0787,84.82794000000001
1185.0430000000001,84.26228
1186.0072,83.72812
1186.9714,83.22436
1187.9357,82.74712000000001
1188.8999,82.29182
1189.8641,81.85504000000002
1190.8284,81.43466000000001
1191.7926,81.02900000000001
1192.7568,80.63612
1193.7211,80.25314000000002
1194.6853,79.87702
1195.6495,79.50504000000001
1196.6138,79.13520000000001
1197.578,78.76604
1198.5422,78.39656000000001
1199.5065,78.06444
1200.4707000000003,77.69002
1201.4349,77.31788
1202.3992,76.95192
1203.3634000000002,76.59698
1204.3276,76.25850000000001
1205.2919,75.94172
1206.2561,75.65110000000001
1207.2203,75.38962000000001
1208.1846,75.15858
1209.1488,74.958
1210.113,74.78772000000001
1211.0773,74.64886
1212.0415,74.54382000000001
1213.0057,74.47646
1213.97,74.44992
1214.9342,74.46585999999999
1215.8984,74.5233
1216.8627,74.61928
1217.8269,74.7495
1218.7911,74.90846
1219.7554,75.09030000000001
1220.7196,75.289
1221.6838000000002,75.499
1222.6481,75.71504
1223.6123,75.9322
1224.5765000000001,76.1455
1225.5408,76.34962000000002
1226.505,76.53928
1227.4692,76.70924000000001
1228.4335,76.85502000000001
1229.3977,76.97402000000001
1230.3619,77.06738
1231.3262,77.14278
1232.2904,77.21448000000001
1233.2546,77.30056
1234.2189000000003,77.41542000000001
1235.1831,77.5629
1236.1473,77.73396000000001
1237.1116000000002,77.9136
1238.0758,78.09234000000001
1239.04,78.27652
1240.0043,78.48774
1240.9685,78.74958000000001
1241.9327,79.06994
1242.897,79.4289
1243.8612,79.78354
1244.8254,80.0866
1245.7897,80.3087
1246.7539,80.44984000000001
1247.7181,80.53466000000002
1248.6824,80.5961
1249.6466,80.65784
1250.6108,80.72658000000001
1251.5751,80.79438
1252.5393,80.8476
1253.5035,80.87530000000001
1254.4678,80.8724
1255.4320000000002,80.83942
1256.3962,80.77986000000001
1257.3605,80.69818000000001
1258.3247000000001,80.5991
1259.2889,80.48706000000001
1260.2532,80.36536000000001
1261.2174,80.236
1262.1816,80.09964000000001
1263.1459,79.95686
1264.1101,79.8101
1265.0743,79.66372000000001
1266.0386,79.5245
1267.0028,79.39984000000001
1267.967,79.29802000000001
1268.9313,79.22662
1269.8955,79.19278000000001
1270.8597,79.20226000000001
1271.824,79.25862000000001
1272.7882,79.36246000000001
1273.7524000000003,79.51152
1274.7167,79.70122
1275.6809,79.92576
1276.6451000000002,80.17908
1277.6094,80.45552
1278.5736,80.75016000000001
1279.5378,81.05854000000002
1280.5021,81.37636
1281.4663,81.69896
1282.4305000000002,82.02106
1283.3948,82.33794
1284.359,82.64634
1285.3232,82.94502
1286.2875,83.2347
1287.2517000000003,83.51664000000001
1288.2159,83.79102
1289.1802000000002,84.05588000000002
1290.1444000000001,84.30842
1291.1086,84.54616
1292.0729000000001,84.76858
1293.0371,84.97734
1294.0013,85.17564
1294.9656000000002,85.36614000000002
1295.9298,85.55024
1296.894,85.727
1297.8583,85.89348000000001
1298.8225,86.04592
1299.7867,86.18038
1300.751,86.29414000000001
1301.7152,86.38452000000001
1302.6794,86.45106
1303.6437,86.49456
1304.6079,86.51660000000001
1305.5721000000003,86.51868
1306.5364,86.5019
1307.5006000000003,86.4665
1308.4648000000002,86.41286
1309.4291,86.34176000000001
1310.3933000000002,86.25564
1311.3575,86.15766
1312.3218,86.05116
1313.2860000000003,85.93848
1314.2502,85.82044000000002
1315.2145,85.69782
1316.1787000000002,85.57258000000002
1317.1429,85.44922
1318.1072,85.3331
1319.0714,85.22788000000001
1320.0356,85.13306
1320.9999000000003,85.04452
1321.9641,84.95776000000001
1322.9283,84.87152
1323.8926000000001,84.78868
1324.8568,84.71520000000001
1325.821,84.6581
1326.7853,84.624
1327.7495,84.61880000000001
1328.7137000000002,84.64860000000002
1329.678,84.71922
1330.6422,84.83350000000002
1331.6064000000001,84.98778
1332.5707,85.16994000000001
1333.5349,85.36226
1334.4991000000002,85.54898000000001
1335.4634,85.72448
1336.4276,85.89844000000001
1337.3918,86.0949
1338.3561,86.34020000000001
1339.3203000000003,86.64022
1340.2845,86.96628000000001
1341.2488000000003,87.27186
1342.2130000000002,87.52289999999999
1343.1772,87.71136000000001
1344.1415000000002,87.84622
1345.1057,87.9411
1346.0699,88.00744
1347.0342000000003,88.05362
1347.9984,88.08472
1348.9626,88.1028
1349.9269000000002,88.10708000000001
1350.8911,88.09490000000001
1351.8553,88.06480000000002
1352.8196,88.01836
1353.7838,87.95992000000001
1354.748,87.89422000000002
1355.7123,87.82276
1356.6765,87.74298
1357.6407,87.65090000000001
1358.605,87.5441
1359.5692,87.42508000000001
1360.5334000000003,87.30436
1361.4977,87.19996
1362.4619000000002,87.12494000000001
1363.4261000000001,87.07204
1364.3904,87.01754000000001
1365.3546000000001,86.9426
1366.3188,86.84368
1367.2831,86.72684
1368.2473000000002,86.5992
1369.2115,86.4646
1370.1758,86.32302
1371.14,86.17406
1372.1042,86.02244
1373.0685000000003,85.88236
1374.0327,85.774
1374.9969,85.70828
1375.9612000000002,85.6763
1376.9254,85.66018
1377.8896,85.65110000000001
1378.8539,85.65364000000001
1379.8181,85.67668
1380.7823000000003,85.72316000000001
1381.7466,85.78806
1382.7108,85.86548
1383.6750000000002,85.95912000000001
1384.6393,86.08338
1385.6035,86.25174
1386.5677000000003,86.45246
1387.532,86.62706
1388.4962,86.694
1389.4604000000002,86.60690000000001
1390.4247,86.38208
1391.3889,86.0773
1392.3531,85.76724
1393.3174,85.53208000000001
1394.2816000000003,85.44052
1395.2458,85.51056000000001
1396.2101000000002,85.68056
1397.1743000000001,85.83844000000002
1398.1385,85.89246
1399.1028000000001,85.81474
1400.067,85.63062000000001
1401.0313,85.38418
1401.9955000000002,85.11292
1402.9597,84.84066000000001
1403.924,84.58200000000001
1404.8882,84.34800000000001
1405.8524,84.14402
1406.8167000000003,83.96654000000001
1407.7809,83.80642
1408.7451,83.65642000000001
1409.7094000000002,83.51268
1410.6736,83.37086
1411.6378,83.2249
1412.6021,83.06856000000002
1413.5663,82.9004
1414.5305000000003,82.72282000000001
1415.4948,82.53546000000001
1416.459,82.33200000000001
1417.4232000000002,82.10928000000001
1418.3875,81.87628000000001
1419.3517,81.63948
1420.3159000000003,81.38918000000001
1421.2802,81.12114000000001
1422.2444,80.8536
1423.2086000000002,80.61362
1424.1729,80.41986
1425.1371,80.27770000000001
1426.1013,80.18596
1427.0656,80.14884
1428.0298000000003,80.18
1428.994,80.29344
1429.9583000000002,80.48452
1430.9225000000001,80.7236
1431.8867,80.97840000000002
1432.8510000000003,81.24002000000002
1433.8152,81.52344000000001
1434.7794,81.84532
1435.7437000000002,82.19210000000001
1436.7079,82.49324000000001
1437.6721,82.64644
1438.6364,82.60108000000001
1439.6006,82.39138
1440.5648,82.08374
1441.5291,81.72462000000002
1442.4933,81.32964
1443.4575,80.89618
1444.4218,80.41762
1445.386,79.89218
1446.3502000000003,79.32854
1447.3145,78.74892
1448.2787000000003,78.18584000000001
1449.2429000000002,77.66916
1450.2072,77.2159
1451.1714000000002,76.83312
1452.1356,76.52502
1453.0999,76.28896
1454.0641000000003,76.10684
1455.0283,75.95522
1455.9926,75.85478
1456.9568000000002,75.88942
1457.921,76.03616000000001
1458.8853,76.12098
1459.8495,76.08004
1460.8137,75.99644
1461.7780000000002,75.98082
1462.7422,76.12964000000001
1463.7064,76.52228000000001
1464.6707000000001,77.17654000000002
1465.6349,77.98606000000001
1466.5991,78.78232
1467.5634,79.4829
1468.5276,80.12698
1469.4918000000002,80.80838
1470.4561,81.62524
1471.4203,82.6606
1472.3845000000001,83.9282
1473.3488,85.27182
1474.313,86.42102
1475.2772000000002,87.23566
1476.2415,87.76524
1477.2057,88.11562
1478.1699,88.36194
1479.1342,88.54418
1480.0984000000003,88.68384
1481.0626,88.79335999999999
1482.0269000000003,88.87558000000001
1482.9911000000002,88.92476
1483.9553,88.93260000000001
1484.9196000000002,88.89322
1485.8838,88.80194
1486.848,88.6601
1487.8123000000003,88.49436
1488.7765,88.36466
1489.7407,88.3014
1490.7050000000002,88.25062
1491.6692,88.14616000000001
1492.6334,87.97860000000001
1493.5977,87.76814
1494.5619,87.52552
1495.5261,87.25008000000001
1496.4904,86.957
1497.4546,86.68384
1498.4188,86.44500000000001
1499.3831,86.21130000000001
1500.3473,85.9677
1501.3115000000003,85.7403
1502.2758,85.56134000000002
1503.2400000000002,85.41998000000001
1504.2042000000001,85.22086000000002
1505.1685,84.76498000000001
1506.1327000000003,83.86996000000002
1507.0969,82.7149
1508.0612,81.75900000000001
1509.0254000000002,81.07773999999999
1509.9896,80.49134
1510.9539,79.91972000000001
1511.9181,79.37718000000001
1512.8823,78.91952
1513.8466000000003,78.632
1514.8108,78.61118
1515.775,78.91526
1516.7393000000002,79.52428
1517.7035,80.38166000000001
1518.6677,81.4901
1519.632,82.93664000000001
1520.5962,84.76322
1521.5604000000003,86.79636000000002
1522.5247,88.7045
1523.4889,90.28166
1524.4531000000002,91.58158
1525.4174,92.77224000000001
1526.3816,93.93664000000001
1527.3458000000003,95.01812000000001
1528.3101,95.91776
1529.2743,96.60366
1530.2385000000002,97.13044000000001
1531.2028,97.59516000000002
1532.167,98.07826
1533.1312,98.58634
1534.0955,99.04332000000001
1535.0597000000002,99.37780000000001
1536.0239000000001,99.59640000000002
1536.9882000000002,99.74154000000001
1537.9524000000001,99.80934
1538.9166,99.73774
1539.8809000000003,99.53962
1540.8451000000002,99.44514000000001
1541.8093,99.60382000000001
1542.7736000000002,99.84878
1543.7378,100.03
1544.702,100.13
1545.6663000000003,100.15979999999999
1546.6305,100.1714
1547.5947,100.1372
1548.5590000000002,100.0792
1549.5232,100.01540000000001
1550.4874,99.94712000000001
1551.4517,99.86376000000001
1552.4159,99.76212000000001
1553.3801000000003,99.66106
1554.3444,99.59348000000001
1555.3086000000003,99.57392000000002
1556.2728000000002,99.57292
1557.2371,99.55134000000001
1558.2013000000002,99.56256
1559.1655000000003,99.63150000000002
1560.1298,99.53958
1561.0940000000003,99.18808
1562.0582000000002,98.71588
1563.0225,98.26954
1563.9867000000002,97.91426
1564.9509,97.65018
1565.9152,97.43886
1566.8794000000003,97.22462000000002
1567.8436,96.95896
1568.8079000000002,96.62974000000001
1569.7721000000001,96.26550000000002
1570.7363,95.9072
1571.7006000000001,95.58068
1572.6648,95.28240000000001
1573.629,94.96791999999999
1574.5933000000002,94.56342000000001
1575.5575,94.03
1576.5217000000002,93.4324
1577.486,92.87346000000001
1578.4502,92.37724
1579.4144000000001,91.91076
1580.3787,91.44454
1581.3429,90.96134
1582.3071000000002,90.45532
1583.2714,89.93524000000001
1584.2356,89.42056000000001
1585.1998000000003,88.92612
1586.1641,88.45506
1587.1283000000003,88.0053
1588.0925000000002,87.57816
1589.0568000000003,87.17892
1590.0210000000002,86.81085999999999
1590.9852,86.47144
1591.9495000000002,86.15476000000001
1592.9137000000003,85.85818
1593.8779,85.58450000000002
1594.8422000000003,85.33754
1595.8064000000002,85.11572000000001
1596.7706,84.91126
1597.7349000000002,84.7155
1598.6991,84.52498
1599.6633,84.34418000000002
1600.6276000000003,84.18284000000001
1601.5918,84.05134
1602.556,83.95436
1603.5203000000001,83.88706
1604.4845,83.8383
1605.4487,83.79876
1606.413,83.77044000000001
1607.3772,83.76934
1608.3414000000002,83.81736000000001
1609.3057,83.92312000000001
1610.2699000000002,84.0714
1611.2341000000001,84.23982000000001
1612.1984,84.42514
1613.1626000000003,84.65328000000001
1614.1268000000002,84.97798
1615.0911,85.46812
1616.0553000000002,86.14616000000001
1617.0195,86.89164
1617.9838,87.5047
1618.9480000000003,87.91086000000001
1619.9122,88.19308000000001
1620.8765000000003,88.47272000000001
1621.8407000000002,88.82474
1622.8049,89.25162
1623.7692000000002,89.69226000000002
1624.7334,90.07244
1625.6976,90.36624
1626.6619000000003,90.6006
1627.6261,90.80812000000002
1628.5903000000003,90.99242000000001
1629.5546000000002,91.1404
1630.5188,91.25272
1631.4830000000002,91.34892
1632.4473,91.44078
1633.4115,91.50876
1634.3757000000003,91.52464
1635.34,91.5148
1636.3042,91.53922
1637.2684000000002,91.57240000000002
1638.2327,91.54926
1639.1969,91.47024
1640.1611000000003,91.37804
1641.1254,91.30834
1642.0896000000002,91.27296000000001
1643.0538000000001,91.25358
1644.0181000000002,91.19878
1644.9823000000001,91.04990000000001
1645.9465,90.8134
1646.9108000000003,90.58958000000001
1647.8750000000002,90.46914000000001
1648.8392,90.46864000000001
1649.8035000000002,90.57146
1650.7677,90.7294
1651.7319,90.84646000000001
1652.6962000000003,90.85198000000001
1653.6604,90.76870000000001
1654.6246,90.57356000000001
1655.5889000000002,90.23932
1656.5531,89.8602
1657.5173,89.54285999999999
1658.4816,89.3264
1659.4458,89.18822
1660.4100000000003,89.07921999999999
1661.3743,88.96352
1662.3385000000003,88.83626
1663.3027000000002,88.70510000000002
1664.267,88.57304
1665.2312000000002,88.44282
1666.1954000000003,88.31138000000001
1667.1597,88.16174000000001
1668.1239000000003,87.97764000000001
1669.0881000000002,87.77778
1670.0524,87.6128
1671.0166000000002,87.50988
1671.9808,87.45456000000001
1672.9451,87.42372
1673.9093000000003,87.39478
1674.8735,87.33360000000002
1675.8378000000002,87.19978
1676.8020000000001,86.97618
1677.7662,86.69414
1678.7305000000001,86.41958
1679.6947,86.21018000000001
1680.6589,86.07802000000001
1681.6232000000002,85.98008
1682.5874,85.85076000000001
1683.5516000000002,85.66878
1684.5159,85.45216
1685.4801,85.17938000000001
1686.4443000000003,84.83004
1687.4086,84.43646
1688.3728,84.04874000000001
1689.3370000000002,83.70256
1690.3013,83.41398000000001
1691.2655,83.17774
1692.2297000000003,82.96480000000001
1693.194,82.7248
1694.1582000000003,82.40246
1695.1224000000002,81.974
1696.0867000000003,81.48514
1697.0509000000002,81.04710000000001
1698.0151,80.7535
1698.9794000000002,80.5795
1699.9436000000003,80.3959
1700.9078,80.10066
1701.8721000000003,79.70266000000001
1702.8363000000002,79.28522
1703.8005,78.93232
1704.7648000000002,78.69116
1705.729,78.56558000000001
1706.6932,78.52358
1707.6575000000003,78.51632000000001
